symbol	name	term	group	hgnc_id	ensembl_gene_id
AQP3	aquaporin 3 (Gill blood group)	data.tsv	NO GROUP	HGNC:636	ENSG00000165272
AQP12A	putative aquaporin-12a	data.tsv	NO GROUP		
SLC4A11	solute carrier family 4 member 11	data.tsv	NO GROUP		
AQP11	aquaporin-11	data.tsv	NO GROUP		
HAS2	hyaluronan synthase 2	data.tsv	NO GROUP	HGNC:4819	ENSG00000170961
AVPR2	arginine vasopressin receptor 2	data.tsv	NO GROUP	HGNC:897	ENSG00000126895
UPK3A	uroplakin-3a	data.tsv	NO GROUP		
AQP12B	putative aquaporin-12b	data.tsv	NO GROUP		
MIP	lens fiber major intrinsic protein	data.tsv	NO GROUP		
EDNRB	endothelin receptor type B	data.tsv	NO GROUP	HGNC:3180	ENSG00000136160
AQP8	aquaporin 8	data.tsv	NO GROUP	HGNC:642	ENSG00000103375
ADRA2A	adrenoceptor alpha 2A	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:281	ENSG00000150594
CXCL12	C-X-C motif chemokine ligand 12	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:10672	ENSG00000107562
GRM5	metabotropic glutamate receptor 5	sensory_perception_of_temperature_stimulus	Perception of Temperature		
SCRN3	secernin 3	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:30382	ENSG00000144306
KCNK4	potassium two pore domain channel subfamily K member 4	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:6279	ENSG00000182450
TAC4	tachykinin precursor 4	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:16641	ENSG00000176358
TRPM8	transient receptor potential cation channel subfamily M member 8	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:17961	ENSG00000144481
OPRK1	opioid receptor kappa 1	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:8154	ENSG00000082556
NTRK1	neurotrophic receptor tyrosine kinase 1	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:8031	ENSG00000198400
SCN9A	sodium voltage-gated channel alpha subunit 9	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:10597	ENSG00000169432
PRDM12	PR/SET domain 12	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:13997	ENSG00000130711
EPHB1	EPH receptor B1	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:3392	ENSG00000154928
CARTPT	cocaine- and amphetamine-regulated transcript protein	sensory_perception_of_temperature_stimulus	Perception of Temperature		
TRPA1	transient receptor potential cation channel subfamily A member 1	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:497	ENSG00000104321
TRPV1	transient receptor potential cation channel subfamily V member 1	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:12716	ENSG00000196689
SCN11A	sodium voltage-gated channel alpha subunit 11	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:10583	ENSG00000168356
NTSR1	neurotensin receptor 1	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:8039	ENSG00000101188
TAC1	tachykinin precursor 1	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:11517	ENSG00000006128
MMP24	matrix metallopeptidase 24	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:7172	ENSG00000125966
ANO1	anoctamin 1	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:21625	ENSG00000131620
GRIK2	glutamate ionotropic receptor kainate type subunit 2	sensory_perception_of_temperature_stimulus	Perception of Temperature	HGNC:4580	ENSG00000164418
UCP2	uncoupling protein 2	adaptive_thermogenesis	Thermogenesis	HGNC:12518	ENSG00000175567
BMP8A	bone morphogenetic protein 8a	adaptive_thermogenesis	Thermogenesis	HGNC:21650	ENSG00000183682
SLC25A5	solute carrier family 25 member 5	adaptive_thermogenesis	Thermogenesis	HGNC:10991	ENSG00000005022
UCP1	uncoupling protein 1	adaptive_thermogenesis	Thermogenesis	HGNC:12517	ENSG00000109424
PM20D1	peptidase M20 domain containing 1	adaptive_thermogenesis	Thermogenesis	HGNC:26518	ENSG00000162877
ZBTB7B	zinc finger and BTB domain containing 7B	adaptive_thermogenesis	Thermogenesis	HGNC:18668	ENSG00000160685
UCP3	uncoupling protein 3	adaptive_thermogenesis	Thermogenesis	HGNC:12519	ENSG00000175564
SLC25A4	solute carrier family 25 member 4	adaptive_thermogenesis	Thermogenesis	HGNC:10990	ENSG00000151729
FAM210A	protein fam210a	adaptive_thermogenesis	Thermogenesis		
SORL1	sortilin related receptor 1	adaptive_thermogenesis	Thermogenesis	HGNC:11185	ENSG00000137642
THADA	THADA armadillo repeat containing	adaptive_thermogenesis	Thermogenesis	HGNC:19217	ENSG00000115970
APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	adaptive_thermogenesis	Thermogenesis	HGNC:18242	ENSG00000136044
SCTR	secretin receptor	adaptive_thermogenesis	Thermogenesis	HGNC:10608	ENSG00000080293
OMA1	OMA1 zinc metallopeptidase	adaptive_thermogenesis	Thermogenesis	HGNC:29661	ENSG00000162600
ADISSP	adipose secreted signaling protein	adaptive_thermogenesis	Thermogenesis	HGNC:15873	ENSG00000101220
HNRNPU	heterogeneous nuclear ribonucleoprotein U	adaptive_thermogenesis	Thermogenesis	HGNC:5048	ENSG00000153187
CLSTN3	calsyntenin 3	adaptive_thermogenesis	Thermogenesis	HGNC:18371	ENSG00000139182
SCT	secretin	adaptive_thermogenesis	Thermogenesis	HGNC:10607	ENSG00000070031
SCN11A	sodium voltage-gated channel alpha subunit 11	thermosensory_behavior	Reactions to Temperatur - general	HGNC:10583	ENSG00000168356
SERPINF2	serpin family F member 2	data.tsv	NO GROUP	HGNC:9075	ENSG00000167711
PDGFB	platelet derived growth factor subunit B	data.tsv	NO GROUP	HGNC:8800	ENSG00000100311
ALOX12	arachidonate 12-lipoxygenase, 12S type	data.tsv	NO GROUP	HGNC:429	ENSG00000108839
C1QTNF1	C1q and TNF related 1	data.tsv	NO GROUP	HGNC:14324	ENSG00000173918
PDGFA	platelet derived growth factor subunit A	data.tsv	NO GROUP	HGNC:8799	ENSG00000197461
SERPINB2	serpin family B member 2	data.tsv	NO GROUP	HGNC:8584	ENSG00000197632
TSPAN8	tetraspanin 8	data.tsv	NO GROUP	HGNC:11855	ENSG00000127324
KRT1	keratin 1	data.tsv	NO GROUP	HGNC:6412	ENSG00000167768
HSA-MIR-19B-3P	homo sapiens (human) hsa-mir-19b-3p	data.tsv	NO GROUP		
KNG1	kininogen 1	data.tsv	NO GROUP	HGNC:6383	ENSG00000113889
PROC_HUMAN-1	active protein c complex	data.tsv	NO GROUP		
TMX1	thioredoxin related transmembrane protein 1	data.tsv	NO GROUP	HGNC:15487	ENSG00000139921
HS3ST5	heparan sulfate glucosamine 3-o-sulfotransferase 5	data.tsv	NO GROUP		
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	data.tsv	NO GROUP	HGNC:17110	ENSG00000140873
PRKG1	protein kinase cGMP-dependent 1	data.tsv	NO GROUP	HGNC:9414	ENSG00000185532
VTN	vitronectin	data.tsv	NO GROUP	HGNC:12724	ENSG00000109072
SERPINE2	serpin family E member 2	data.tsv	NO GROUP	HGNC:8951	ENSG00000135919
ADTRP	androgen dependent TFPI regulating protein	data.tsv	NO GROUP	HGNC:21214	ENSG00000111863
CPB2	carboxypeptidase B2	data.tsv	NO GROUP	HGNC:2300	ENSG00000080618
PROCR	protein C receptor	data.tsv	NO GROUP	HGNC:9452	ENSG00000101000
CEACAM1	CEA cell adhesion molecule 1	data.tsv	NO GROUP	HGNC:1814	ENSG00000079385
F2R	coagulation factor II thrombin receptor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3537	ENSG00000181104
ADM	adrenomedullin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:259	ENSG00000148926
ADRA2A	adrenoceptor alpha 2A	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:281	ENSG00000150594
ADCY9	adenylate cyclase type 9	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F9_HUMAN	coagulation factor ixa complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
SERPINF2	serpin family F member 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9075	ENSG00000167711
FGA	fibrinogen alpha chain	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3661	ENSG00000171560
FGG	fibrinogen gamma chain	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3694	ENSG00000171557
ADRA2C	adrenoceptor alpha 2C	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:283	ENSG00000184160
PDGFB	platelet derived growth factor subunit B	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8800	ENSG00000100311
ALOX12	arachidonate 12-lipoxygenase, 12S type	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:429	ENSG00000108839
PAFAH2	platelet activating factor acetylhydrolase 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8579	ENSG00000158006
CSRP1	cysteine and glycine rich protein 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2469	ENSG00000159176
ADM2	protein adm2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
CD9	CD9 molecule	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1709	ENSG00000010278
DGKK	diacylglycerol kinase kappa	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:32395	ENSG00000274588
C1QTNF1	C1q and TNF related 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:14324	ENSG00000173918
HSPB1	heat shock protein family B (small) member 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:5246	ENSG00000106211
DGKH	diacylglycerol kinase eta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2854	ENSG00000102780
HNF4A	hepatocyte nuclear factor 4 alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:5024	ENSG00000101076
ADCY7	adenylate cyclase type 7	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
PRKAR2B	camp-dependent protein kinase type ii-beta regulatory subunit	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
PRKAR1B	camp-dependent protein kinase type i-beta regulatory subunit	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
USF1	upstream transcription factor 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12593	ENSG00000158773
AQP4	aquaporin 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:637	ENSG00000171885
PDGFA	platelet derived growth factor subunit A	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8799	ENSG00000197461
VAV2	vav guanine nucleotide exchange factor 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12658	ENSG00000160293
FIBP	FGF1 intracellular binding protein	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3705	ENSG00000172500
PPIA	peptidylprolyl isomerase A	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9253	ENSG00000196262
DGKQ	diacylglycerol kinase theta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2856	ENSG00000145214
VAV1	vav guanine nucleotide exchange factor 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12657	ENSG00000141968
F13B	coagulation factor XIII B chain	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3534	ENSG00000143278
SERPINB2	serpin family B member 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8584	ENSG00000197632
GATA1	GATA binding protein 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4170	ENSG00000102145
HGFAC	HGF activator	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4894	ENSG00000109758
FIBRINOGEN_HUMAN	fibrinogen complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
PEAR1	platelet endothelial aggregation receptor 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:33631	ENSG00000187800
TRAF3IP2	TRAF3 interacting protein 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1343	ENSG00000056972
WAS	WASP actin nucleation promoting factor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12731	ENSG00000015285
CD40	CD40 molecule	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11919	ENSG00000101017
VEGFA	vascular endothelial growth factor A	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12680	ENSG00000112715
PRKACG	protein kinase cAMP-activated catalytic subunit gamma	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9382	ENSG00000165059
EPHB2	EPH receptor B2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3393	ENSG00000133216
CYP11B2	cytochrome P450 family 11 subfamily B member 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2592	ENSG00000179142
TSPAN8	tetraspanin 8	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11855	ENSG00000127324
ITPK1	inositol-tetrakisphosphate 1-kinase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6177	ENSG00000100605
KRT1	keratin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6412	ENSG00000167768
AQP6	aquaporin 6	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:639	ENSG00000086159
MTX1	metaxin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7504	ENSG00000173171
PTGER1	prostaglandin e2 receptor ep1 subtype	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
PLSCR1	phospholipid scramblase 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9092	ENSG00000188313
ZBTB7B	zinc finger and BTB domain containing 7B	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:18668	ENSG00000160685
MMRN1	multimerin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7178	ENSG00000138722
ANGPT2	angiopoietin 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:485	ENSG00000091879
CYP4F11	cytochrome P450 family 4 subfamily F member 11	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:13265	ENSG00000171903
AQP2	aquaporin 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:634	ENSG00000167580
RAP2B	RAP2B, member of RAS oncogene family	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9862	ENSG00000181467
HRG	histidine rich glycoprotein	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:5181	ENSG00000113905
ILK	integrin linked kinase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6040	ENSG00000166333
CAV1	caveolin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1527	ENSG00000105974
GNA12	G protein subunit alpha 12	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4380	ENSG00000146535
GPAT4	glycerol-3-phosphate acyltransferase 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:20880	ENSG00000158669
MYL9	myosin light chain 9	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:15754	ENSG00000101335
HTR4	5-hydroxytryptamine receptor 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:5299	ENSG00000164270
FGF10	fibroblast growth factor 10	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3666	ENSG00000070193
ANO6	anoctamin 6	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:25240	ENSG00000177119
WFS1	wolframin ER transmembrane glycoprotein	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12762	ENSG00000109501
KNG1	kininogen 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6383	ENSG00000113889
PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8978	ENSG00000105851
CHRM1	cholinergic receptor muscarinic 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1950	ENSG00000168539
GGCX	gamma-glutamyl carboxylase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4247	ENSG00000115486
VIP	vasoactive intestinal peptide	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12693	ENSG00000146469
TBXA2R	thromboxane A2 receptor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11608	ENSG00000006638
RASA3	RAS p21 protein activator 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:20331	ENSG00000185989
LMAN1	lectin, mannose binding 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6631	ENSG00000074695
ITPR3	inositol 1,4,5-trisphosphate receptor type 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6182	ENSG00000096433
GNAI2	G protein subunit alpha i2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4385	ENSG00000114353
FOXB1	forkhead box B1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3799	ENSG00000171956
PDPN	podoplanin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:29602	ENSG00000162493
DGKE	diacylglycerol kinase epsilon	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2852	ENSG00000153933
CSN2	casein beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2447	ENSG00000135222
PRDX2	peroxiredoxin 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9353	ENSG00000167815
ADCY6	adenylate cyclase 6	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:237	ENSG00000174233
PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8976	ENSG00000051382
PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8975	ENSG00000121879
ADORA2A	adenosine A2a receptor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:263	ENSG00000128271
APLNR	apelin receptor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:339	ENSG00000134817
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:10864	ENSG00000110080
DGKG	diacylglycerol kinase gamma	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2853	ENSG00000058866
SCNN1G	sodium channel epithelial 1 subunit gamma	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:10602	ENSG00000166828
SCNN1B	sodium channel epithelial 1 subunit beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:10600	ENSG00000168447
COPA	coat protein complex I subunit alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2230	ENSG00000122218
GP9	glycoprotein IX platelet	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4444	ENSG00000169704
GPI	glucose-6-phosphate isomerase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4458	ENSG00000105220
METAP1	methionyl aminopeptidase 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:15789	ENSG00000164024
OPRK1	opioid receptor kappa 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8154	ENSG00000082556
FERMT3	FERM domain containing kindlin 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:23151	ENSG00000149781
PLCG2	phospholipase C gamma 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9066	ENSG00000197943
SLC4A9	solute carrier family 4 member 9	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11035	ENSG00000113073
PRSS56	serine protease 56	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:39433	ENSG00000237412
GP1BB	glycoprotein Ib platelet subunit beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4440	ENSG00000203618
AQP5	aquaporin 5	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:638	ENSG00000161798
PABPC4	poly(A) binding protein cytoplasmic 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8557	ENSG00000090621
FBLN1	fibulin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3600	ENSG00000077942
TPA-PAI-1_HUMAN	tpa-pai-1 complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
UPA-UPAR_HUMAN	upa-upar complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
UPA-PAI-1_HUMAN	upa-pai-1 complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
VITRONECTIN-PAI-1_HUMAN	vitronectin-pai-1 complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
PRKAR2A	camp-dependent protein kinase type ii-alpha regulatory subunit	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
EMILIN1_HUMAN	emilin-1 complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
GP5	glycoprotein V platelet	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4443	ENSG00000178732
HYAL2	hyaluronidase 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:5321	ENSG00000068001
FAP	fibroblast activation protein alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3590	ENSG00000078098
ADCY8	adenylate cyclase type 8	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
CYP4F12	cytochrome P450 family 4 subfamily F member 12	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:18857	ENSG00000186204
NCOA1	nuclear receptor coactivator 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7668	ENSG00000084676
CD36	CD36 molecule (CD36 blood group)	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1663	ENSG00000135218
JMJD1C	jumonji domain containing 1C	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12313	ENSG00000171988
KLKB1	kallikrein B1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6371	ENSG00000164344
F11	coagulation factor XI	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3529	ENSG00000088926
CYP4A11	cytochrome P450 family 4 subfamily A member 11	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2642	ENSG00000187048
CSN3	casein kappa	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2446	ENSG00000171209
MUC2	mucin 2, oligomeric mucus/gel-forming	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7512	ENSG00000198788
C4BPB	complement component 4 binding protein beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1328	ENSG00000123843
AGR2	anterior gradient 2, protein disulphide isomerase family member	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:328	ENSG00000106541
GNAQ	G protein subunit alpha q	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4390	ENSG00000156052
GP1B-FLNA_HUMAN	glycoprotein ib-ix-v-filamin-a complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
GP1B_HUMAN	glycoprotein ib-ix-v complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F8_HUMAN-1	coagulation factor viiia complex, heavy chain variant 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
KLKB1_HUMAN-1	kallikrein complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F13_HUMAN	coagulation factor xiiia complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
FIBRIN-CLOT_HUMAN	fibrin clot	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
FIBRIN_HUMAN	fibrin complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
PROC_HUMAN-1	active protein c complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F2-THBD_HUMAN	thrombin-thrombomodulin complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F2_HUMAN	alpha-thrombin complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
DGKA	diacylglycerol kinase alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2849	ENSG00000065357
F10_HUMAN	coagulation factor xa complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F7_HUMAN	coagulation factor viia complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F12_HUMAN	coagulation factor xiia complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F11_HUMAN	coagulation factor xia complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F8-F9_HUMAN	coagulation factor viiia-ixa complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11003	ENSG00000112759
CD59	CD59 molecule (CD59 blood group)	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1689	ENSG00000085063
NFE2	nuclear factor, erythroid 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7780	ENSG00000123405
VAV3	vav guanine nucleotide exchange factor 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12659	ENSG00000134215
ANGPTL2	angiopoietin like 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:490	ENSG00000136859
PRICKLE1	prickle planar cell polarity protein 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:17019	ENSG00000139174
CDO1	cysteine dioxygenase type 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1795	ENSG00000129596
P2RY2	purinergic receptor P2Y2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8541	ENSG00000175591
GUCA1B	guanylate cyclase activator 1B	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4679	ENSG00000112599
