symbol	name	term	group	hgnc_id	ensembl_gene_id
DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:14888	ENSG00000105993
SIRT1	sirtuin 1	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:14929	ENSG00000096717
DNAJC7	DnaJ heat shock protein family (Hsp40) member C7	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:12392	ENSG00000168259
KCNK4	potassium two pore domain channel subfamily K member 4	temperature-gated_cation_channel_activity	Reactions to Temperatur - cellular	HGNC:6279	ENSG00000182450
TRPA1	transient receptor potential cation channel subfamily A member 1	temperature-gated_cation_channel_activity	Reactions to Temperatur - cellular	HGNC:497	ENSG00000104321
GMEB1	glucocorticoid modulatory element binding protein 1	Hsp27_protein_binding	HeatSchockProteins and their Tasks	HGNC:4370	ENSG00000162419
HSPA9	heat shock protein family A (Hsp70) member 9	data.tsv	NO GROUP	HGNC:5244	ENSG00000113013
HSPA8	heat shock protein family A (Hsp70) member 8	data.tsv	NO GROUP	HGNC:5241	ENSG00000109971
FKBP1A	peptidyl-prolyl cis-trans isomerase fkbp1a	data.tsv	NO GROUP		
HSPA14	heat shock protein family A (Hsp70) member 14	data.tsv	NO GROUP	HGNC:29526	ENSG00000187522
SDF2L1	stromal cell-derived factor 2-like protein 1	data.tsv	NO GROUP		
FKBP1B	peptidyl-prolyl cis-trans isomerase fkbp1b	data.tsv	NO GROUP		
HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)	data.tsv	NO GROUP	HGNC:5240	ENSG00000225217
HSPA13	heat shock protein family A (Hsp70) member 13	data.tsv	NO GROUP	HGNC:11375	ENSG00000155304
HSPB6	heat shock protein family B (small) member 6	data.tsv	NO GROUP	HGNC:26511	ENSG00000004776
DNAJA4	DnaJ heat shock protein family (Hsp40) member A4	data.tsv	NO GROUP	HGNC:14885	ENSG00000140403
HSPD1	heat shock protein family D (Hsp60) member 1	data.tsv	NO GROUP	HGNC:5261	ENSG00000144381
HSPA2	heat shock protein family A (Hsp70) member 2	data.tsv	NO GROUP	HGNC:5235	ENSG00000126803
HSP90AA1	heat shock protein 90 alpha family class A member 1	data.tsv	NO GROUP	HGNC:5253	ENSG00000080824
SDF2	stromal cell-derived factor 2	data.tsv	NO GROUP		
HSPA6	heat shock protein family A (Hsp70) member 6	data.tsv	NO GROUP	HGNC:5239	ENSG00000173110
HSPB2	heat shock protein family B (small) member 2	data.tsv	NO GROUP	HGNC:5247	ENSG00000170276
CRYAA	crystallin alpha A	data.tsv	NO GROUP	HGNC:2388	ENSG00000160202
CRYAB	crystallin alpha B	data.tsv	NO GROUP	HGNC:2389	ENSG00000109846
DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	data.tsv	NO GROUP	HGNC:14884	ENSG00000069345
HSA-MIR-128-3P	homo sapiens (human) hsa-mir-128-3p	data.tsv	NO GROUP		
PIN1	peptidyl-prolyl cis-trans isomerase nima-interacting 1	data.tsv	NO GROUP		
EP300	EP300 lysine acetyltransferase	data.tsv	NO GROUP	HGNC:3373	ENSG00000100393
SLC7A10	solute carrier family 7 member 10	data.tsv	NO GROUP	HGNC:11058	ENSG00000130876
SIRT1	sirtuin 1	data.tsv	NO GROUP	HGNC:14929	ENSG00000096717
GRIK2	glutamate ionotropic receptor kainate type subunit 2	data.tsv	NO GROUP	HGNC:4580	ENSG00000164418
KCNK4	potassium two pore domain channel subfamily K member 4	cellular_response_to_temperature_stimulus	Reactions to Temperatur - cellular	HGNC:6279	ENSG00000182450
TRPM2	transient receptor potential cation channel subfamily M member 2	cellular_response_to_temperature_stimulus	Reactions to Temperatur - cellular	HGNC:12339	ENSG00000142185
DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	response_to_heat	Reactions to Temperatur - general	HGNC:5229	ENSG00000086061
HSPB1	heat shock protein family B (small) member 1	response_to_heat	Reactions to Temperatur - general	HGNC:5246	ENSG00000106211
EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	response_to_heat	Reactions to Temperatur - general	HGNC:3257	ENSG00000111361
HSF1	heat shock transcription factor 1	response_to_heat	Reactions to Temperatur - general	HGNC:5224	ENSG00000185122
HSP90AB1	heat shock protein 90 alpha family class B member 1	response_to_heat	Reactions to Temperatur - general	HGNC:5258	ENSG00000096384
VCP	valosin containing protein	response_to_heat	Reactions to Temperatur - general	HGNC:12666	ENSG00000165280
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	response_to_heat	Reactions to Temperatur - general	HGNC:12851	ENSG00000108953
DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	response_to_heat	Reactions to Temperatur - general	HGNC:5270	ENSG00000132002
EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	response_to_heat	Reactions to Temperatur - general	HGNC:3265	ENSG00000134001
IER5	immediate early response 5	response_to_heat	Reactions to Temperatur - general	HGNC:5393	ENSG00000162783
CRNN	cornulin	response_to_heat	Reactions to Temperatur - general	HGNC:1230	ENSG00000143536
MTOR	mechanistic target of rapamycin kinase	response_to_heat	Reactions to Temperatur - general	HGNC:3942	ENSG00000198793
HTRA2	HtrA serine peptidase 2	response_to_heat	Reactions to Temperatur - general	HGNC:14348	ENSG00000115317
EIF2B2	eukaryotic translation initiation factor 2B subunit beta	response_to_heat	Reactions to Temperatur - general	HGNC:3258	ENSG00000119718
LRP11	LDL receptor related protein 11	response_to_heat	Reactions to Temperatur - general	HGNC:16936	ENSG00000120256
AKT1	AKT serine/threonine kinase 1	response_to_heat	Reactions to Temperatur - general	HGNC:391	ENSG00000142208
HSP90AA2P	heat shock protein 90 alpha family class A member 2, pseudogene	response_to_heat	Reactions to Temperatur - general	HGNC:5256	ENSG00000224411
IRAK1	interleukin 1 receptor associated kinase 1	response_to_heat	Reactions to Temperatur - general	HGNC:6112	ENSG00000184216
TPR	translocated promoter region, nuclear basket protein	response_to_heat	Reactions to Temperatur - general	HGNC:12017	ENSG00000047410
HSBP1L1	heat shock factor binding protein 1 like 1	response_to_heat	Reactions to Temperatur - general	HGNC:37243	ENSG00000226742
EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	response_to_heat	Reactions to Temperatur - general	HGNC:3261	ENSG00000145191
MAP2K7	mitogen-activated protein kinase kinase 7	response_to_heat	Reactions to Temperatur - general	HGNC:6847	ENSG00000076984
ATXN3	ataxin 3	response_to_heat	Reactions to Temperatur - general	HGNC:7106	ENSG00000066427
PSIP1	PC4 and SRSF1 interacting protein 1	response_to_heat	Reactions to Temperatur - general	HGNC:9527	ENSG00000164985
HSPB6	heat shock protein family B (small) member 6	response_to_heat	Reactions to Temperatur - general	HGNC:26511	ENSG00000004776
DNAJA4	DnaJ heat shock protein family (Hsp40) member A4	response_to_heat	Reactions to Temperatur - general	HGNC:14885	ENSG00000140403
MICA	MHC class I polypeptide-related sequence A	response_to_heat	Reactions to Temperatur - general	HGNC:7090	ENSG00000204520
MICB	MHC class I polypeptide-related sequence B	response_to_heat	Reactions to Temperatur - general	HGNC:7091	ENSG00000204516
HSPA2	heat shock protein family A (Hsp70) member 2	response_to_heat	Reactions to Temperatur - general	HGNC:5235	ENSG00000126803
EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	response_to_heat	Reactions to Temperatur - general	HGNC:3259	ENSG00000070785
THBS1	thrombospondin 1	response_to_heat	Reactions to Temperatur - general	HGNC:11785	ENSG00000137801
LYN	LYN proto-oncogene, Src family tyrosine kinase	response_to_heat	Reactions to Temperatur - general	HGNC:6735	ENSG00000254087
HSP90AA1	heat shock protein 90 alpha family class A member 1	response_to_heat	Reactions to Temperatur - general	HGNC:5253	ENSG00000080824
RBBP7	RB binding protein 7, chromatin remodeling factor	response_to_heat	Reactions to Temperatur - general	HGNC:9890	ENSG00000102054
HSBP1	heat shock factor binding protein 1	response_to_heat	Reactions to Temperatur - general	HGNC:5203	ENSG00000230989
TRPA1	transient receptor potential cation channel subfamily A member 1	response_to_heat	Reactions to Temperatur - general	HGNC:497	ENSG00000104321
HSP90AB2P	heat shock protein 90 alpha family class B member 2, pseudogene	response_to_heat	Reactions to Temperatur - general	HGNC:32537	ENSG00000205940
HSP90AB3P	heat shock protein 90 alpha family class B member 3, pseudogene	response_to_heat	Reactions to Temperatur - general	HGNC:5259	ENSG00000183199
HSP90AB4P	heat shock protein 90 alpha family class B member 4, pseudogene	response_to_heat	Reactions to Temperatur - general	HGNC:32538	ENSG00000282100
SUMO1	small ubiquitin like modifier 1	response_to_heat	Reactions to Temperatur - general	HGNC:12502	ENSG00000116030
HDAC6	histone deacetylase 6	response_to_heat	Reactions to Temperatur - general	HGNC:14064	ENSG00000094631
SOD1	superoxide dismutase 1	response_to_heat	Reactions to Temperatur - general	HGNC:11179	ENSG00000142168
TRPV1	transient receptor potential cation channel subfamily V member 1	response_to_heat	Reactions to Temperatur - general	HGNC:12716	ENSG00000196689
DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	response_to_heat	Reactions to Temperatur - general	HGNC:14886	ENSG00000162616
MAPT	microtubule associated protein tau	response_to_heat	Reactions to Temperatur - general	HGNC:6893	ENSG00000186868
PDCD6	programmed cell death 6	response_to_heat	Reactions to Temperatur - general	HGNC:8765	ENSG00000249915
BAG3	BAG cochaperone 3	response_to_heat	Reactions to Temperatur - general	HGNC:939	ENSG00000151929
CLPB	ClpB family mitochondrial disaggregase	response_to_heat	Reactions to Temperatur - general	HGNC:30664	ENSG00000162129
SCN11A	sodium voltage-gated channel alpha subunit 11	response_to_heat	Reactions to Temperatur - general	HGNC:10583	ENSG00000168356
EIF2B4	eukaryotic translation initiation factor 2B subunit delta	response_to_heat	Reactions to Temperatur - general	HGNC:3260	ENSG00000115211
DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	response_to_heat	Reactions to Temperatur - general	HGNC:11808	ENSG00000103423
SLU7	spliceosome associated SLU7	response_to_heat	Reactions to Temperatur - general	HGNC:16939	ENSG00000164609
HSPA6	heat shock protein family A (Hsp70) member 6	response_to_heat	Reactions to Temperatur - general	HGNC:5239	ENSG00000173110
HSPB2	heat shock protein family B (small) member 2	response_to_heat	Reactions to Temperatur - general	HGNC:5247	ENSG00000170276
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	response_to_heat	Reactions to Temperatur - general	HGNC:9380	ENSG00000072062
DHX36	DEAH-box helicase 36	response_to_heat	Reactions to Temperatur - general	HGNC:14410	ENSG00000174953
ANO1	anoctamin 1	response_to_heat	Reactions to Temperatur - general	HGNC:21625	ENSG00000131620
IGF1	insulin like growth factor 1	response_to_heat	Reactions to Temperatur - general	HGNC:5464	ENSG00000017427
CXCL10	C-X-C motif chemokine ligand 10	response_to_heat	Reactions to Temperatur - general	HGNC:10637	ENSG00000169245
HIKESHI	heat shock protein nuclear import factor hikeshi	response_to_heat	Reactions to Temperatur - general	HGNC:26938	ENSG00000149196
TCIM	transcriptional and immune response regulator	response_to_heat	Reactions to Temperatur - general	HGNC:1357	ENSG00000176907
STUB1	STIP1 homology and U-box containing protein 1	response_to_heat	Reactions to Temperatur - general	HGNC:11427	ENSG00000103266
DAXX	death domain associated protein	response_to_heat	Reactions to Temperatur - general	HGNC:2681	ENSG00000204209
ZFAND1	zinc finger AN1-type containing 1	response_to_heat	Reactions to Temperatur - general	HGNC:25858	ENSG00000104231
TRPM2	transient receptor potential cation channel subfamily M member 2	response_to_heat	Reactions to Temperatur - general	HGNC:12339	ENSG00000142185
CRYAA	crystallin alpha A	response_to_heat	Reactions to Temperatur - general	HGNC:2388	ENSG00000160202
EEF1D	eukaryotic translation elongation factor 1 delta	response_to_heat	Reactions to Temperatur - general	HGNC:3211	ENSG00000104529
CRYAB	crystallin alpha B	response_to_heat	Reactions to Temperatur - general	HGNC:2389	ENSG00000109846
DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	response_to_heat	Reactions to Temperatur - general	HGNC:14884	ENSG00000069345
GRIK2	glutamate ionotropic receptor kainate type subunit 2	detection_of_temperature_stimulus_involved_in_thermoception	Perception of Temperature	HGNC:4580	ENSG00000164418
CD24	signal transducer cd24	Hsp90_protein_binding	HeatSchockProteins and their Tasks		
STIP1	stress induced phosphoprotein 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:11387	ENSG00000168439
BMAL1	basic helix-loop-helix ARNT like 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:701	ENSG00000133794
PPID	peptidylprolyl isomerase D	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:9257	ENSG00000171497
HSF1	heat shock transcription factor 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:5224	ENSG00000185122
CDK5	cyclin dependent kinase 5	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:1774	ENSG00000164885
AHSA1	activator of HSP90 ATPase activity 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:1189	ENSG00000100591
AHR	aryl hydrocarbon receptor	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:348	ENSG00000106546
KPNB1	karyopherin subunit beta 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:6400	ENSG00000108424
TSC2	TSC complex subunit 2	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:12363	ENSG00000103197
EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:3255	ENSG00000172071
CSNK2A1	casein kinase 2 alpha 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:2457	ENSG00000101266
PPEF2	protein phosphatase with EF-hand domain 2	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:9244	ENSG00000156194
PTGES3L	prostaglandin E synthase 3 like	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:43943	ENSG00000267060
PACRG	parkin coregulated	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:19152	ENSG00000112530
CDC37	cell division cycle 37, HSP90 cochaperone	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:1735	ENSG00000105401
ERN1	endoplasmic reticulum to nucleus signaling 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:3449	ENSG00000178607
USP19	ubiquitin specific peptidase 19	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:12617	ENSG00000172046
NPAS2	neuronal PAS domain protein 2	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:7895	ENSG00000170485
PTGES3	prostaglandin E synthase 3	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:16049	ENSG00000110958
UNC45B	unc-45 myosin chaperone B	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:14304	ENSG00000141161
HDAC6	histone deacetylase 6	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:14064	ENSG00000094631
RPS3	ribosomal protein S3	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:10420	ENSG00000149273
TELO2	telomere maintenance 2	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:29099	ENSG00000100726
MAPT	microtubule associated protein tau	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:6893	ENSG00000186868
TTC4	tetratricopeptide repeat domain 4	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:12394	ENSG00000243725
CHORDC1	cysteine and histidine rich domain containing 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:14525	ENSG00000110172
FKBP6	FKBP prolyl isomerase family member 6 (inactive)	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:3722	ENSG00000077800
GBP1	guanylate binding protein 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:4182	ENSG00000117228
UNC45A	unc-45 myosin chaperone A	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:30594	ENSG00000140553
STUB1	STIP1 homology and U-box containing protein 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:11427	ENSG00000103266
TSC1	TSC complex subunit 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:12362	ENSG00000165699
GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:4687	ENSG00000061918
NUP62	nucleoporin 62	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:8066	ENSG00000213024
HDAC8	histone deacetylase 8	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:13315	ENSG00000147099
SLC12A2	solute carrier family 12 member 2	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:10911	ENSG00000064651
PPP5C	protein phosphatase 5 catalytic subunit	Hsp90_protein_binding	HeatSchockProteins and their Tasks	HGNC:9322	ENSG00000011485
TPR	translocated promoter region, nuclear basket protein	mRNA_export_from_nucleus_in_response_to_heat_stress	Reactions to Temperatur - cellular	HGNC:12017	ENSG00000047410
CD24	signal transducer cd24	heat_shock_protein_binding	HeatSchockProteins and their Tasks		
STIP1	stress induced phosphoprotein 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11387	ENSG00000168439
HSPA9	heat shock protein family A (Hsp70) member 9	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5244	ENSG00000113013
DNAJB7	DnaJ heat shock protein family (Hsp40) member B7	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:24986	ENSG00000172404
DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5229	ENSG00000086061
HSPA8	heat shock protein family A (Hsp70) member 8	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5241	ENSG00000109971
BMAL1	basic helix-loop-helix ARNT like 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:701	ENSG00000133794
CDC37L1	cell division cycle 37 like 1, HSP90 cochaperone	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:17179	ENSG00000106993
PPID	peptidylprolyl isomerase D	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:9257	ENSG00000171497
METTL23	methyltransferase 23, arginine	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:26988	ENSG00000181038
CAMKMT	calmodulin-lysine N-methyltransferase	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:26276	ENSG00000143919
HSF1	heat shock transcription factor 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5224	ENSG00000185122
HSP90AB1	heat shock protein 90 alpha family class B member 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5258	ENSG00000096384
CDK5	cyclin dependent kinase 5	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:1774	ENSG00000164885
AHSA1	activator of HSP90 ATPase activity 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:1189	ENSG00000100591
BCOR	BCL6 corepressor	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:20893	ENSG00000183337
DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5270	ENSG00000132002
ITGB2	integrin subunit beta 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:6155	ENSG00000160255
AHR	aryl hydrocarbon receptor	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:348	ENSG00000106546
KPNB1	karyopherin subunit beta 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:6400	ENSG00000108424
HTT	huntingtin	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:4851	ENSG00000197386
HSPA14	heat shock protein family A (Hsp70) member 14	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:29526	ENSG00000187522
TSC2	TSC complex subunit 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:12363	ENSG00000103197
DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:14891	ENSG00000148719
FKBP5	FKBP prolyl isomerase 5	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:3721	ENSG00000096060
EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:3255	ENSG00000172071
SACS	sacsin molecular chaperone	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:10519	ENSG00000151835
HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5240	ENSG00000225217
HSPA13	heat shock protein family A (Hsp70) member 13	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11375	ENSG00000155304
TFAM	transcription factor A, mitochondrial	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11741	ENSG00000108064
ITGAM	integrin subunit alpha M	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:6149	ENSG00000169896
IRAK1	interleukin 1 receptor associated kinase 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:6112	ENSG00000184216
MIR155HG	MIR155 host gene	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:35460	ENSG00000234883
METTL18	methyltransferase 18, RPL3 N3(tau)-histidine	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:28793	ENSG00000171806
METTL21C	methyltransferase 21C, AARS1 lysine	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:33717	ENSG00000139780
TPR	translocated promoter region, nuclear basket protein	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:12017	ENSG00000047410
MVD	mevalonate diphosphate decarboxylase	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:7529	ENSG00000167508
CSNK2A1	casein kinase 2 alpha 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:2457	ENSG00000101266
PPEF2	protein phosphatase with EF-hand domain 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:9244	ENSG00000156194
LMAN2	lectin, mannose binding 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:16986	ENSG00000169223
TOMM34	translocase of outer mitochondrial membrane 34	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:15746	ENSG00000025772
CDK1	cyclin dependent kinase 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:1722	ENSG00000170312
METTL21A	methyltransferase 21A, HSPA lysine	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:30476	ENSG00000144401
DNAJC18	DnaJ heat shock protein family (Hsp40) member C18	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:28429	ENSG00000170464
DNAJB3	dnaj homolog subfamily b member 3	heat_shock_protein_binding	HeatSchockProteins and their Tasks		
DNAJA4	DnaJ heat shock protein family (Hsp40) member A4	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:14885	ENSG00000140403
FKBP4	FKBP prolyl isomerase 4	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:3720	ENSG00000004478
ST13	ST13 Hsp70 interacting protein	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11343	ENSG00000100380
STAU2	staufen double-stranded RNA binding protein 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11371	ENSG00000040341
PGLYRP1	peptidoglycan recognition protein 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:8904	ENSG00000008438
HSPA2	heat shock protein family A (Hsp70) member 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:5235	ENSG00000126803
PTGES3L	prostaglandin E synthase 3 like	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:43943	ENSG00000267060
PACRG	parkin coregulated	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:19152	ENSG00000112530
DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:15470	ENSG00000126698
CDC37	cell division cycle 37, HSP90 cochaperone	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:1735	ENSG00000105401
ERN1	endoplasmic reticulum to nucleus signaling 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:3449	ENSG00000178607
USP19	ubiquitin specific peptidase 19	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:12617	ENSG00000172046
NPAS2	neuronal PAS domain protein 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:7895	ENSG00000170485
ZFP36	ZFP36 zinc finger CCCH-type	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:12862	ENSG00000128016
DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:25881	ENSG00000164031
OGDH	oxoglutarate dehydrogenase	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:8124	ENSG00000105953
SPN	sialophorin	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11249	ENSG00000197471
ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:28739	ENSG00000139160
PTGES3	prostaglandin E synthase 3	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:16049	ENSG00000110958
PRKD1	protein kinase D1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:9407	ENSG00000184304
DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:24637	ENSG00000077232
UNC45B	unc-45 myosin chaperone B	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:14304	ENSG00000141161
DNAJB9	DnaJ heat shock protein family (Hsp40) member B9	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:6968	ENSG00000128590
HDAC6	histone deacetylase 6	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:14064	ENSG00000094631
DNAJC2	DnaJ heat shock protein family (Hsp40) member C2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:13192	ENSG00000105821
DNAJC9	DnaJ heat shock protein family (Hsp40) member C9	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:19123	ENSG00000213551
RPS3	ribosomal protein S3	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:10420	ENSG00000149273
GPR37	G protein-coupled receptor 37	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:4494	ENSG00000170775
TELO2	telomere maintenance 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:29099	ENSG00000100726
GMEB1	glucocorticoid modulatory element binding protein 1	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:4370	ENSG00000162419
MAPT	microtubule associated protein tau	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:6893	ENSG00000186868
SNCA	synuclein alpha	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11138	ENSG00000145335
DRC9	dynein regulatory complex protein 9	heat_shock_protein_binding	HeatSchockProteins and their Tasks		
BAG2	BAG cochaperone 2	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:938	ENSG00000112208
TTC4	tetratricopeptide repeat domain 4	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:12394	ENSG00000243725
DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	heat_shock_protein_binding	HeatSchockProteins and their Tasks	HGNC:11808	ENSG00000103423
